subject,theme,level,question,choice_a,choice_b,choice_c,choice_d,correct,explanation,hint
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi peut-on dire que la vision médiévale des croisades comme guerre sainte est différente de la vision historique actuelle ?,Car les historiens nient que les croisades aient eu lieu,Car les historiens modernes intègrent des sources diverses (chrétiennes arabes byzantines) permettant une vision plus nuancée dépassant la seule perspective religieuse chrétienne,Car les historiens modernes pensent que les croisés avaient totalement raison,Car les sources arabes sur les croisades n'existent pas,1,Les chroniques médiévales chrétiennes présentent les croisades comme des guerres saintes voulues par Dieu. Les historiens modernes utilisent aussi les sources arabes et byzantines qui offrent d'autres perspectives : commerce politique violence. La vision religieuse unique est remplacée par une analyse multicausal.,L'histoire est toujours influencée par les sources et le point de vue de l'historien.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel est le rôle de l'aumône (zakat) dans la cohésion sociale de la communauté islamique ?,Elle renforce les inégalités,Elle oblige les riches à redistribuer une part de leur richesse réduisant les inégalités et cimentant la solidarité entre membres de l'umma,Elle est uniquement une taxe religieuse sans effet social,Elle ne concerne que les commerçants,1,La zakat oblige tout musulman aisé à donner 2.5% de son patrimoine. Cette redistribution obligatoire nourrit les pauvres finance les mosquées et les écoles. Elle exprime la conviction islamique que la richesse est un bien confié par Allah dont une partie revient à la communauté.,La zakat est l'institutionnalisation de la solidarité sociale dans l'islam.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment l'adoption des chiffres arabes par l'Europe médiévale transforme-t-elle les pratiques commerciales ?,Elle n'a aucun impact sur le commerce,Elle facilite considérablement les calculs comptables remplaçant les lourds chiffres romains et favorise le développement du commerce et de la finance,Elle est refusée par l'Église,Elle est uniquement utilisée par les mathématiciens,1,Les chiffres arabes (0-9) et surtout le zéro permettent des calculs rapides et une comptabilité précise impossible avec les chiffres romains. Les marchands adoptent ce système qui facilite les grands livres de comptes et les transactions commerciales.,Les chiffres romains sont toujours utilisés aujourd'hui pour les numéros de chapitres ou de règnes mais les chiffres arabes ont révolutionné les mathématiques quotidiennes.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi la position du pape dans l'Occident chrétien est-elle différente de celle du calife dans le monde islamique ?,Ils ont exactement le même rôle,Le pape dirige l'Église mais pas les États laïques tandis que le calife combine souvent autorité religieuse et politique (umma = communauté religieuse et politique),Le calife n'a aucun pouvoir religieux,Le pape dirige les armées directement,1,Le pape est le chef spirituel de l'Église catholique mais il ne gouverne pas les royaumes chrétiens. Les rois ont un pouvoir politique séparé. Le calife en revanche est à la fois chef politique et religieux de la communauté islamique : la distinction état-religion y est moins marquée.,Cette différence dans la séparation du politique et du religieux est structurelle entre les deux civilisations.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment expliquer que les croisades aient à la fois renforcé et affaibli la chrétienté ?,Elles n'ont que renforcé la chrétienté,Elles renforcent l'identité chrétienne commune mais affaiblissent l'Empire byzantin (sac de 1204) et épuisent l'Occident sans résultat durable en Terre sainte,Elles n'ont qu'affaibli la chrétienté,Les croisades renforcent uniquement l'islam,1,Les croisades forgent un sentiment d'identité chrétienne commune face à l'islam. Mais elles épuisent des ressources humaines et financières considérables. Le sac de Constantinople (1204) affaiblit l'Empire byzantin. Les États latins disparaissent en 1291. Le bilan militaire est négatif.,La croisade est à la fois un instrument de cohésion et un facteur d'affaiblissement de la chrétienté.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi l'Espagne d'Al-Andalus aux Xe-XIe siècles est-elle appelée la Lumière de l'Europe ?,Car c'est la région la plus riche militairement,Car Cordoue est alors la plus grande ville d'Europe occidentale avec des bibliothèques des bains et un niveau culturel très élevé dépassant les royaumes chrétiens du nord,Car c'est la première à se convertir au christianisme,Car les rois d'Al-Andalus patronnent les croisades,1,Au Xe siècle Cordoue sous le calife Abd al-Rahman III compte peut-être 500 000 habitants est dotée de bibliothèques d'universités de bains publics et d'un éclairage public. Elle dépasse largement toutes les villes chrétiennes contemporaines en développement culturel et urbain.,Le califat de Cordoue est le centre culturel le plus avancé d'Europe occidentale au Xe siècle.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi la question de la représentation de Dieu divise-t-elle les chrétiens byzantins au VIIIe siècle ?,Ils sont unanimes pour vénérer les images,La querelle iconoclaste oppose ceux qui veulent détruire les images religieuses (iconoclastes) à ceux qui les vénèrent (iconodoules),Cette querelle n'existe pas dans l'Empire byzantin,Les Byzantins adoptent la pratique islamique sans icônes,1,La querelle iconoclaste (726-842) déchire l'Empire byzantin : des empereurs veulent supprimer les icônes (images religieuses) jugées idolâtres sous peut-être l'influence de l'islam. Les défenseurs des icônes résistent. Le concile de Nicée II (787) rétablit leur vénération.,Cette querelle interne affaiblit l'Empire face aux pressions extérieures islamiques et carolingiennes.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel impact a l'interdiction islamique des représentations figurées sur le développement de la musique dans le monde islamique ?,Elle n'a aucun impact sur la musique,Elle conduit à un développement très riche de la musique et de la poésie comme formes d'expression artistique non figuratives,Elle interdit aussi toute forme musicale,Elle renforce les représentations figurées dans la musique,1,Puisque les arts visuels figuratifs sont limités dans l'islam la créativité artistique s'exprime intensément dans la musique la poésie et la littérature. La poésie arabe et les instruments de musique arabes (oud rabab) influencent ensuite la musique européenne médiévale.,L'oud arabe est l'ancêtre direct du luth européen.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Comment les Mamelouks d'Égypte contribuent-ils à la fin des États latins d'Orient ?,Ils s'allient aux croisés contre les Mongols,Après avoir stoppé les Mongols en 1260 ils s'attaquent aux États croisés et les éliminent un par un jusqu'à la chute d'Acre en 1291,Ils négocient une paix permanente avec les croisés,Ils sont convertis au christianisme,1,Les Mamelouks (soldats esclaves devenus sultans d'Égypte) battent les Mongols à Aïn Jalout (1260) puis s'attaquent aux derniers bastions croisés. Ils prennent Acre en 1291 dernière ville chrétienne de Terre sainte mettant fin aux États latins d'Orient.,La fin des croisades est l'œuvre des Mamelouks et non des Ayyoubides de Saladin.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Quel rôle la langue latine joue-t-elle dans la transmission du savoir entre civilisations ?,Aucun rôle : les savoirs se transmettent oralement,Le latin est la langue de traduction qui permet de rendre accessible en Europe les savoirs arabes et grecs traduits d'abord en arabe puis en latin,Le latin est la langue du Coran,Le latin est parlé dans tout le monde islamique,1,Les savoirs grecs sont traduits d'abord en arabe puis des traducteurs (souvent en Espagne ou en Sicile) les rendent en latin. Cette double traduction grec→arabe→latin permet à l'Europe médiévale d'accéder à Aristote Galien Euclide et aux savants arabes.,Sans le latin comme langue véhiculaire commune la transmission intellectuelle entre islam et chrétienté aurait été impossible.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,En quoi le règne de Justinien (527-565) est-il à la fois un succès et une limite pour l'Empire byzantin ?,C'est uniquement un succès sans limite,Il reconquiert provisoirement l'Afrique du Nord l'Italie et l'Espagne mais ces conquêtes épuisent l'Empire et ne se maintiennent pas longtemps,Il perd tous les territoires byzantins,Il crée un empire plus puissant que Rome,1,Justinien reconquiert provisoirement l'Afrique du Nord l'Italie et une partie de l'Espagne rêvant de restaurer l'Empire romain. Mais ces guerres épuisent l'Empire financièrement et humainement. Ses conquêtes ne durent pas et l'Empire sort affaibli pour affronter les Arabes au VIIe siècle.,Le Code Justinien reste son œuvre la plus durable.
Histoire,Chrétientés et islam (VIe-XIIIe siècles) des mondes en contact,4,Pourquoi la présence de communautés juives en terre chrétienne et islamique révèle-t-elle deux types de tolérance différents ?,Les deux religions traitent les juifs exactement de la même façon,En terre islamique les juifs ont un statut légal de dhimmis en Occident chrétien leur situation est plus précaire avec des persécutions croissantes aux XIe-XIIIe siècles,Les juifs sont mieux traités en Occident chrétien qu'en terre islamique,Les juifs sont expulsés de toutes les terres islamiques,1,En terre islamique les juifs ont le statut de dhimmis : protection et liberté religieuse contre impôt et restrictions. En Occident chrétien leur situation se dégrade : au XIe siècle les croisades s'accompagnent de massacres de juifs européens et au XIIIe siècle les expulsions commencent.,Cette comparaison révèle des modèles différents de gestion de la pluralité religieuse.
